2025-03-20T10:00:00Z,6.1,192.168.1.100,44705,185.220.101.1,6666,TCP,2785213,62783,SA
2025-03-20T10:00:03Z,97.8,192.168.1.100,59329,151.101.1.140,443,TCP,2763029,12408875,SAF
2025-03-20T10:00:11Z,7.5,192.168.1.100,27839,103.20.10.50,31337,TCP,9724251,40615,SAF
2025-03-20T10:00:19Z,3.8,192.168.1.100,27649,45.76.12.34,4444,TCP,7140923,71295,SF
2025-03-20T10:00:23Z,172.9,192.168.1.100,28043,151.101.1.140,443,TCP,1053952,38396398,SF
2025-03-20T10:00:30Z,233.4,192.168.1.100,60833,185.220.101.1,80,TCP,5585620,9470458,S
2025-03-20T10:00:39Z,8.4,192.168.1.100,49245,185.220.101.1,6666,TCP,8609309,71913,R
2025-03-20T10:00:49Z,3.8,192.168.1.100,34075,45.76.12.34,4444,TCP,9994373,9934,RA
2025-03-20T10:00:56Z,7.9,192.168.1.100,35532,185.220.101.1,6666,TCP,3071592,42520,S
2025-03-20T10:01:00Z,7.2,192.168.1.100,13878,45.76.12.34,4444,TCP,4737456,86488,R
2025-03-20T10:01:08Z,80.3,192.168.1.100,19411,8.8.8.8,53,UDP,9809545,9500411,SA
2025-03-20T10:01:16Z,1.2,192.168.1.100,48777,103.20.10.50,31337,TCP,5849746,102159,R
2025-03-20T10:01:17Z,2.7,192.168.1.100,51285,45.76.12.34,4444,TCP,5492001,37114,SF
2025-03-20T10:01:27Z,8.2,192.168.1.100,21616,103.20.10.50,31337,TCP,5052047,41152,SA
2025-03-20T10:01:34Z,201.6,192.168.1.100,17472,185.220.101.1,80,TCP,2069732,45036321,RA
2025-03-20T10:01:41Z,3.9,192.168.1.100,28942,185.220.101.1,6666,TCP,6125275,73574,SA
2025-03-20T10:01:51Z,159.2,192.168.1.100,25682,185.220.101.1,80,TCP,6823468,459474,RA
2025-03-20T10:01:54Z,6.4,192.168.1.100,63661,103.20.10.50,31337,TCP,199064,9864,SAF
2025-03-20T10:01:56Z,1.6,192.168.1.100,40938,103.20.10.50,31337,TCP,207725,98259,SAF
2025-03-20T10:02:04Z,164.3,192.168.1.100,18819,8.8.8.8,53,UDP,2371748,29594191,S
2025-03-20T10:02:12Z,29.1,192.168.1.100,37582,151.101.1.140,443,TCP,9492018,27263909,SF
2025-03-20T10:02:18Z,2.0,192.168.1.100,12846,185.220.101.1,6666,TCP,3827546,27251,S
2025-03-20T10:02:26Z,4.6,192.168.1.100,36520,45.76.12.34,4444,TCP,1914958,86467,RA
2025-03-20T10:02:36Z,175.6,192.168.1.100,8046,185.220.101.1,80,TCP,3143736,4680706,SAF
2025-03-20T10:02:42Z,298.1,192.168.1.100,46381,151.101.1.140,443,TCP,4166884,50448864,R
2025-03-20T10:02:50Z,174.2,192.168.1.100,7755,151.101.1.140,443,TCP,6732291,12306032,RA
2025-03-20T10:03:00Z,3.8,192.168.1.100,17647,45.76.12.34,4444,TCP,2329363,7628,S
2025-03-20T10:03:05Z,273.0,192.168.1.100,6752,185.220.101.1,80,TCP,717033,46547142,SF
2025-03-20T10:03:11Z,164.9,192.168.1.100,12882,151.101.1.140,443,TCP,5572641,1689936,S
2025-03-20T10:03:20Z,11.7,192.168.1.100,37465,151.101.1.140,443,TCP,73277,8254152,R
2025-03-20T10:03:22Z,266.3,192.168.1.100,24360,8.8.8.8,53,UDP,1277508,43365877,R
2025-03-20T10:03:32Z,13.7,192.168.1.100,31042,8.8.8.8,53,UDP,8759595,29774352,SAF
2025-03-20T10:03:36Z,9.3,192.168.1.100,1518,103.20.10.50,31337,TCP,4833928,82730,SAF
2025-03-20T10:03:43Z,0.7,192.168.1.100,7581,103.20.10.50,31337,TCP,5625553,52284,SA
2025-03-20T10:03:44Z,36.2,192.168.1.100,31137,151.101.1.140,443,TCP,3018957,14724251,R
2025-03-20T10:03:49Z,5.6,192.168.1.100,48402,45.76.12.34,4444,TCP,2729702,8060,R
2025-03-20T10:03:53Z,200.3,192.168.1.100,18949,8.8.8.8,53,UDP,1767194,40054481,SAF
2025-03-20T10:03:58Z,177.3,192.168.1.100,36775,185.220.101.1,80,TCP,1339647,19575937,SAF
2025-03-20T10:04:06Z,285.7,192.168.1.100,25262,185.220.101.1,80,TCP,3391768,50857659,R
2025-03-20T10:04:11Z,2.4,192.168.1.100,54045,185.220.101.1,6666,TCP,3178091,46032,SA
2025-03-20T10:04:20Z,1.1,192.168.1.100,4682,103.20.10.50,31337,TCP,7258616,71733,R
2025-03-20T10:04:27Z,220.5,192.168.1.100,21436,8.8.8.8,53,UDP,4202538,16482206,S
2025-03-20T10:04:28Z,9.2,192.168.1.100,46563,103.20.10.50,31337,TCP,415431,36331,SAF
2025-03-20T10:04:29Z,64.8,192.168.1.100,40944,8.8.8.8,53,UDP,2806267,17484619,SAF
2025-03-20T10:04:34Z,9.6,192.168.1.100,56035,151.101.1.140,443,TCP,580901,24453214,SA
2025-03-20T10:04:37Z,135.0,192.168.1.100,57233,185.220.101.1,80,TCP,6360602,50821301,SAF
2025-03-20T10:04:45Z,105.3,192.168.1.100,57214,185.220.101.1,80,TCP,7544058,43944168,SF
2025-03-20T10:04:52Z,8.1,192.168.1.100,59094,185.220.101.1,80,TCP,239266,21956465,R
2025-03-20T10:04:56Z,31.0,192.168.1.100,10441,185.220.101.1,80,TCP,6032516,21429549,SA
2025-03-20T10:04:58Z,159.5,192.168.1.100,55546,8.8.8.8,53,UDP,5590121,49810723,SF
2025-03-20T10:05:04Z,9.1,192.168.1.100,52142,185.220.101.1,6666,TCP,2174814,52260,SAF
2025-03-20T10:05:12Z,0.6,192.168.1.100,12140,185.220.101.1,6666,TCP,5485809,13188,SF
2025-03-20T10:05:14Z,0.6,192.168.1.100,32396,185.220.101.1,80,TCP,7157135,18880882,RA
2025-03-20T10:05:19Z,207.3,192.168.1.100,37930,185.220.101.1,80,TCP,9136671,935480,S
2025-03-20T10:05:28Z,117.1,192.168.1.100,39456,8.8.8.8,53,UDP,9897298,19129000,SA
2025-03-20T10:05:38Z,8.4,192.168.1.100,2935,45.76.12.34,4444,TCP,4606038,26056,SAF
2025-03-20T10:05:47Z,1.7,192.168.1.100,56911,45.76.12.34,4444,TCP,4043387,33808,RA
2025-03-20T10:05:52Z,0.5,192.168.1.100,17975,103.20.10.50,31337,TCP,6534151,87558,SF
2025-03-20T10:05:57Z,91.0,192.168.1.100,65287,8.8.8.8,53,UDP,7811633,15449938,SA
2025-03-20T10:06:02Z,113.1,192.168.1.100,10599,185.220.101.1,80,TCP,8561378,34186947,SF
2025-03-20T10:06:04Z,230.9,192.168.1.100,28844,151.101.1.140,443,TCP,3978146,7095843,R
2025-03-20T10:06:14Z,0.6,192.168.1.100,41972,185.220.101.1,6666,TCP,2951313,93766,SF
2025-03-20T10:06:18Z,7.8,192.168.1.100,30744,185.220.101.1,6666,TCP,902324,51666,SAF
2025-03-20T10:06:26Z,9.5,192.168.1.100,56141,185.220.101.1,6666,TCP,4528600,28697,S
2025-03-20T10:06:33Z,8.3,192.168.1.100,61815,45.76.12.34,4444,TCP,9217629,49385,SF
2025-03-20T10:06:41Z,0.7,192.168.1.100,40892,185.220.101.1,6666,TCP,6209088,11199,SAF
2025-03-20T10:06:47Z,7.3,192.168.1.100,35757,103.20.10.50,31337,TCP,3189836,84860,RA
2025-03-20T10:06:56Z,7.4,192.168.1.100,23597,103.20.10.50,31337,TCP,4407723,68472,SAF
2025-03-20T10:07:03Z,85.2,192.168.1.100,41733,185.220.101.1,80,TCP,124467,52332119,SF
2025-03-20T10:07:09Z,0.3,192.168.1.100,38286,103.20.10.50,31337,TCP,6763488,97020,RA
2025-03-20T10:07:17Z,9.1,192.168.1.100,7819,185.220.101.1,6666,TCP,2537339,55529,SAF
2025-03-20T10:07:25Z,4.6,192.168.1.100,5310,45.76.12.34,4444,TCP,6814920,24681,SAF
2025-03-20T10:07:35Z,78.9,192.168.1.100,35618,185.220.101.1,80,TCP,2541630,7761713,S
2025-03-20T10:07:36Z,1.1,192.168.1.100,51357,185.220.101.1,6666,TCP,1786218,23392,RA
2025-03-20T10:07:41Z,230.3,192.168.1.100,2878,185.220.101.1,80,TCP,9067738,41411791,S
2025-03-20T10:07:49Z,5.5,192.168.1.100,53338,185.220.101.1,6666,TCP,74602,90479,SF
2025-03-20T10:07:58Z,6.1,192.168.1.100,33020,45.76.12.34,4444,TCP,10264836,73706,SF
2025-03-20T10:08:05Z,63.9,192.168.1.100,13225,185.220.101.1,80,TCP,2930406,13072105,SA
2025-03-20T10:08:07Z,4.2,192.168.1.100,52166,185.220.101.1,6666,TCP,5384095,86304,R
2025-03-20T10:08:14Z,165.6,192.168.1.100,51525,185.220.101.1,80,TCP,3131597,45462072,S
2025-03-20T10:08:16Z,8.4,192.168.1.100,60516,45.76.12.34,4444,TCP,5712581,1102,SA
2025-03-20T10:08:20Z,7.5,192.168.1.100,15632,45.76.12.34,4444,TCP,6027027,73658,SAF
2025-03-20T10:08:28Z,7.2,192.168.1.100,35325,185.220.101.1,6666,TCP,9668360,45376,SA
2025-03-20T10:08:37Z,4.6,192.168.1.100,12113,45.76.12.34,4444,TCP,5052497,73452,S
2025-03-20T10:08:42Z,7.9,192.168.1.100,6736,45.76.12.34,4444,TCP,2016606,1854,S
2025-03-20T10:08:47Z,9.9,192.168.1.100,50509,185.220.101.1,6666,TCP,3371431,76085,S
2025-03-20T10:08:52Z,232.1,192.168.1.100,1992,185.220.101.1,80,TCP,10076499,46584518,R
2025-03-20T10:08:56Z,9.0,192.168.1.100,42381,185.220.101.1,6666,TCP,2783265,36970,SAF
2025-03-20T10:08:59Z,6.1,192.168.1.100,1450,151.101.1.140,443,TCP,8889292,51429026,SAF
2025-03-20T10:09:08Z,34.8,192.168.1.100,23911,8.8.8.8,53,UDP,8668887,30663817,RA
2025-03-20T10:09:18Z,7.0,192.168.1.100,13561,185.220.101.1,6666,TCP,7958961,27932,SAF
2025-03-20T10:09:19Z,1.7,192.168.1.100,10105,45.76.12.34,4444,TCP,10342366,39674,SF
2025-03-20T10:09:27Z,0.9,192.168.1.100,57072,103.20.10.50,31337,TCP,9247151,59920,R
2025-03-20T10:09:34Z,3.1,192.168.1.100,55184,103.20.10.50,31337,TCP,4577817,11865,SA
2025-03-20T10:09:40Z,0.3,192.168.1.100,50026,185.220.101.1,6666,TCP,4920931,11617,SF
2025-03-20T10:09:45Z,191.9,192.168.1.100,50127,8.8.8.8,53,UDP,474376,25123849,S
2025-03-20T10:09:54Z,2.7,192.168.1.100,21603,45.76.12.34,4444,TCP,7907523,49998,SAF
2025-03-20T10:10:03Z,4.7,192.168.1.100,6243,185.220.101.1,6666,TCP,1720795,89798,RA
2025-03-20T10:10:08Z,222.6,192.168.1.100,41328,8.8.8.8,53,UDP,9417845,1771658,S
2025-03-20T10:10:16Z,134.3,192.168.1.100,60282,151.101.1.140,443,TCP,1303372,36695747,R
2025-03-20T10:10:26Z,233.5,192.168.1.100,1654,8.8.8.8,53,UDP,6571916,46466228,SA
2025-03-20T10:10:36Z,100.1,192.168.1.100,36935,151.101.1.140,443,TCP,4938432,51464288,RA
2025-03-20T10:10:46Z,8.3,192.168.1.100,29072,103.20.10.50,31337,TCP,91004,20694,SA
2025-03-20T10:10:51Z,138.4,192.168.1.100,61266,8.8.8.8,53,UDP,2651596,32340818,SF
2025-03-20T10:11:00Z,103.4,192.168.1.100,35453,151.101.1.140,443,TCP,3164441,49423014,R
2025-03-20T10:11:10Z,115.3,192.168.1.100,41823,151.101.1.140,443,TCP,3222631,7176130,SA
2025-03-20T10:11:17Z,255.4,192.168.1.100,45894,151.101.1.140,443,TCP,835792,48105680,S
2025-03-20T10:11:18Z,7.6,192.168.1.100,59158,185.220.101.1,80,TCP,9841704,33986704,SAF
2025-03-20T10:11:19Z,119.7,192.168.1.100,1474,185.220.101.1,80,TCP,5045654,44379760,SAF
2025-03-20T10:11:27Z,4.1,192.168.1.100,2658,185.220.101.1,6666,TCP,1011437,44953,S
2025-03-20T10:11:30Z,9.6,192.168.1.100,64852,45.76.12.34,4444,TCP,7945736,96337,S
2025-03-20T10:11:36Z,2.2,192.168.1.100,60922,45.76.12.34,4444,TCP,1942649,94006,SAF
2025-03-20T10:11:42Z,228.7,192.168.1.100,40772,151.101.1.140,443,TCP,2089716,37110835,SF
2025-03-20T10:11:44Z,5.8,192.168.1.100,45237,185.220.101.1,6666,TCP,2016938,20560,R
2025-03-20T10:11:53Z,8.6,192.168.1.100,55329,185.220.101.1,6666,TCP,3566995,22896,RA
2025-03-20T10:12:03Z,7.0,192.168.1.100,51141,185.220.101.1,6666,TCP,3833371,73409,RA
2025-03-20T10:12:07Z,96.2,192.168.1.100,15001,151.101.1.140,443,TCP,5111910,14034179,SA
2025-03-20T10:12:09Z,177.2,192.168.1.100,53682,8.8.8.8,53,UDP,4804589,49286727,RA
2025-03-20T10:12:15Z,163.2,192.168.1.100,51556,8.8.8.8,53,UDP,7421721,25423904,S
2025-03-20T10:12:25Z,2.9,192.168.1.100,18380,185.220.101.1,6666,TCP,2955088,7896,S
2025-03-20T10:12:30Z,277.5,192.168.1.100,27797,185.220.101.1,80,TCP,10032796,29191788,SF
2025-03-20T10:12:31Z,196.4,192.168.1.100,7979,8.8.8.8,53,UDP,6053711,7242367,R
2025-03-20T10:12:37Z,261.0,192.168.1.100,33382,185.220.101.1,80,TCP,2250054,38121828,R
2025-03-20T10:12:39Z,158.5,192.168.1.100,9936,8.8.8.8,53,UDP,10097963,48048991,RA
2025-03-20T10:12:42Z,9.0,192.168.1.100,31875,45.76.12.34,4444,TCP,9236340,95502,SA
2025-03-20T10:12:48Z,8.8,192.168.1.100,26586,103.20.10.50,31337,TCP,1601810,51771,S
2025-03-20T10:12:55Z,8.6,192.168.1.100,59805,103.20.10.50,31337,TCP,3779270,21340,S
2025-03-20T10:12:58Z,299.0,192.168.1.100,64098,151.101.1.140,443,TCP,7867120,20510442,RA
2025-03-20T10:13:07Z,196.6,192.168.1.100,8907,185.220.101.1,80,TCP,5615028,31786767,R
2025-03-20T10:13:15Z,2.6,192.168.1.100,14455,45.76.12.34,4444,TCP,6651988,68137,RA
2025-03-20T10:13:23Z,3.3,192.168.1.100,24610,103.20.10.50,31337,TCP,6745046,41019,SF
2025-03-20T10:13:25Z,241.7,192.168.1.100,64710,151.101.1.140,443,TCP,123408,5745651,S
2025-03-20T10:13:34Z,201.0,192.168.1.100,1400,185.220.101.1,80,TCP,5975214,49028101,SF
2025-03-20T10:13:43Z,9.0,192.168.1.100,3304,185.220.101.1,6666,TCP,8561574,94717,SAF
2025-03-20T10:13:45Z,8.4,192.168.1.100,39692,185.220.101.1,6666,TCP,9702069,21718,RA
2025-03-20T10:13:47Z,124.9,192.168.1.100,30707,185.220.101.1,80,TCP,5621528,21632880,R
2025-03-20T10:13:53Z,3.9,192.168.1.100,26562,185.220.101.1,6666,TCP,3197692,57482,R
2025-03-20T10:14:02Z,4.7,192.168.1.100,56469,185.220.101.1,6666,TCP,2833878,9023,SF
2025-03-20T10:14:11Z,194.9,192.168.1.100,38467,8.8.8.8,53,UDP,7480271,1616789,S
2025-03-20T10:14:19Z,85.2,192.168.1.100,60560,8.8.8.8,53,UDP,4654639,40037917,R
2025-03-20T10:14:26Z,6.9,192.168.1.100,21099,185.220.101.1,6666,TCP,1838101,41745,S
2025-03-20T10:14:36Z,5.7,192.168.1.100,49094,45.76.12.34,4444,TCP,8580350,87806,RA
2025-03-20T10:14:45Z,3.1,192.168.1.100,58598,103.20.10.50,31337,TCP,1582781,84039,SAF
2025-03-20T10:14:54Z,63.1,192.168.1.100,20609,185.220.101.1,80,TCP,7577495,20207540,SF
2025-03-20T10:14:55Z,91.2,192.168.1.100,43662,8.8.8.8,53,UDP,1472682,37792695,RA
2025-03-20T10:15:05Z,9.0,192.168.1.100,34735,185.220.101.1,6666,TCP,9864159,68927,R
2025-03-20T10:15:15Z,58.5,192.168.1.100,6129,8.8.8.8,53,UDP,5514921,33290585,RA
2025-03-20T10:15:24Z,253.0,192.168.1.100,37439,8.8.8.8,53,UDP,7508058,9227211,S
2025-03-20T10:15:27Z,6.0,192.168.1.100,44526,45.76.12.34,4444,TCP,8898068,43885,SAF
2025-03-20T10:15:31Z,286.0,192.168.1.100,49927,8.8.8.8,53,UDP,8211738,27099128,SAF
2025-03-20T10:15:38Z,41.5,192.168.1.100,64839,8.8.8.8,53,UDP,916885,36923351,RA
2025-03-20T10:15:48Z,9.2,192.168.1.100,23017,103.20.10.50,31337,TCP,2814741,50824,SAF
2025-03-20T10:15:55Z,136.4,192.168.1.100,42368,185.220.101.1,80,TCP,9033317,17060282,SA
2025-03-20T10:15:56Z,34.5,192.168.1.100,49059,151.101.1.140,443,TCP,4692610,43287926,SAF
